,UniprotID,Name,kinhub,klifs,pkinfam,reviewed_uniprot,dunbrack_msa
553,Q8TAS1,UHMK1,True,True,True,True,True
554,Q8TBX8,PI42C|PIP4K2C,False,True,False,True,False
555,Q8TCG2,PI4K2B|P4K2B,False,True,False,True,False
556,Q8TCT0,CERK1,False,False,False,True,False
557,Q8TD08,MAPK15|MK15,True,True,True,True,True
558,Q8TD19,NEK9,True,True,True,True,True
559,Q8TDC3,BRSK1,True,True,True,True,True
560,Q8TDR2,STK35,True,True,True,True,True
561,Q8TDX7,NEK7,True,True,True,True,True
562,Q8TE04,PANK1,False,False,False,True,False
563,Q8TEA7,TBCK,True,True,True,True,True
564,Q8TF76,GSG2|HASP|HASPIN,True,True,True,True,True
565,Q8WTQ7,GRK7,True,True,True,True,True
566,Q8WTW4,NPRL2,False,False,False,True,False
567,Q8WU08,STK32A|ST32A,True,True,True,True,True
568,Q8WVC6,DCAKD,False,False,False,True,False
569,Q8WXR4,MYO3B,True,True,True,True,True
570,Q8WZ42,TITIN|TTN,True,True,True,True,True
571,Q92519,TRIB2,True,True,True,False,True
572,Q92551,IP6K1,False,False,False,True,False
573,Q92569,P55G,False,False,False,True,False
574,Q92630,DYRK2,True,True,True,True,True
575,Q92772,CDKL2,True,True,True,True,True
576,Q92878,RAD50,False,False,False,True,False
577,Q92918,MAP4K1|M4K1,True,True,True,True,True
578,Q92989,CLP1,False,False,False,True,False
579,Q93100,KPBB,False,False,False,True,False
580,Q969G6,RIFK,False,False,False,True,False
581,Q969Z0,FAKD4,False,False,False,True,False
582,Q96BR1,SGK3,True,True,True,True,True
583,Q96C11,FGGY,False,False,False,True,False
584,Q96C45,ULK4,True,True,True,True,True
585,Q96D53,ADCK4|COQ8B,True,True,True,True,False
586,Q96DU7,IP3KC,False,False,False,True,False
587,Q96GD4,AURKB,True,True,True,True,True
588,Q96GX5,GWL|MASTL,True,True,True,True,True
589,Q96J92,WNK4,True,True,True,True,True
590,Q96KB5,TOPK|PBK,True,True,True,True,True
591,Q96KG9,SCYL1,True,True,True,True,True
592,Q96L34,MARK4,True,True,True,True,True
593,Q96L96,ALPK1|ALPK3,True,True,True,True,False
594,Q96LW2,SGK494|RSKR|KS6R,True,True,True,True,True
595,Q96M32,KAD7,False,False,False,True,False
596,Q96M69,LRGUK,False,False,False,True,False
597,Q96MA6,KAD8,False,False,False,True,False
598,Q96NX5,KCC1G|CAMK1G,True,True,True,True,True
599,Q96PC2,IP6K3,False,False,False,True,False
600,Q96PF2,TSSK2,True,True,True,True,True
601,Q96PN8,TSSK3,True,True,True,True,True
602,Q96PY6,NEK1,True,True,True,True,True
603,Q96Q04,LMTK3,True,True,True,True,True
604,Q96Q15,SMG1,True,True,True,True,False
605,Q96Q40,CDK15,True,True,True,True,True
606,Q96QP1,ALPK1|ALPK3,True,True,True,True,False
607,Q96QS6,PSKH2|KPSH2,True,True,True,True,True
608,Q96QT4,TRPM7,True,True,True,True,False
609,Q96RG2,PASK,True,True,True,True,True
610,Q96RR4,CAMKK2|KKCC2,True,True,True,True,True
611,Q96RU7,TRIB3,True,True,True,False,True
612,Q96RU8,TRIB1,True,True,True,False,True
613,Q96S38,RPS6KC1|KS6C1,True,True,True,True,True
614,Q96S44,PRPK|TP53RK,True,True,True,True,True
615,Q96S53,TESK2,True,True,True,True,True
616,Q96SB3,NEB2,False,False,False,True,False
617,Q96SB4,SRPK1,True,True,True,True,True
618,Q96T60,PNKP,False,False,False,True,False
619,Q99558,M3K14|MAP3K14,True,True,True,True,True
620,Q99570,PI3R4|PIK3R4,True,True,True,True,True
621,Q99611,SPS2,False,False,False,True,False
622,Q99640,PKMYT1|PMYT1,True,True,True,True,True
623,Q99683,M3K5|MAP3K5,True,True,True,True,True
624,Q99755,PIP5K1A|PI51A,False,True,False,True,False
625,Q99759,MAP3K3|M3K3,True,True,True,True,True
626,Q99986,VRK1,True,True,True,True,True
627,Q9BQI3,E2AK1|EIF2AK1,True,True,True,True,True
628,Q9BRR6,ADPGK,False,False,False,True,False
629,Q9BRS2,RIOK1,True,True,True,True,False
630,Q9BTU6,P4K2A|PI4K2A,False,True,False,True,False
631,Q9BUB5,MKNK1,True,True,True,True,True
632,Q9BUP3,HTAI2,False,False,False,True,False
633,Q9BVS4,RIOK2,True,True,True,True,False
634,Q9BWU1,CDK19,True,True,True,True,True
635,Q9BX84,TRPM6,True,True,True,True,False
636,Q9BXA6,TSSK6,True,True,True,True,True
637,Q9BXA7,TSSK1B|TSSK1,True,True,True,True,True
638,Q9BXL7,CAR11,False,False,False,True,False
639,Q9BXM7,PINK1,True,True,True,True,True
640,Q9BXU1,STK31,True,True,True,True,True
641,Q9BYP7,WNK3,True,True,True,True,True
642,Q9BYT3,STK33,True,True,True,True,True
643,Q9BZ23,PANK2,False,False,False,True,False
644,Q9BZL6,KPCD2|PRKD2,True,True,True,True,True
645,Q9BZX2,UCK2,False,False,False,True,False
646,Q9C098,DCLK3,True,True,True,True,True
647,Q9C0K7,STRADB|STRAB,True,True,True,True,True
648,Q9H093,NUAK2,True,True,True,True,True
649,Q9H0K1,SIK2,True,True,True,True,True
650,Q9H1R3,MYLK2,True,True,True,True,True
651,Q9H2G2,SLK,True,True,True,True,True
652,Q9H2K8,TAOK3,True,True,True,True,True
653,Q9H2X6,HIPK2,True,True,True,True,True
654,Q9H3S4,TPK1,False,False,False,True,False
655,Q9H3Y6,SRMS,True,True,True,True,True
656,Q9H422,HIPK3,True,True,True,True,True
657,Q9H477,RBSK,False,False,False,True,False
658,Q9H479,FN3K,False,False,False,True,False
659,Q9H4A3,WNK1,True,True,True,True,True
660,Q9H4B4,PLK3,True,True,True,True,True
661,Q9H521,YM006,False,False,False,True,False
662,Q9H5K3,SG196|POMK,True,True,True,True,True
663,Q9H6X2,ANTXR1,False,True,False,False,False
664,Q9H792,PEAK1,True,True,True,True,True
665,Q9H8X2,IPPK,False,False,False,True,False
666,Q9H999,PANK3,False,False,False,True,False
667,Q9HA47,UCK1,False,False,False,True,False
668,Q9HA64,KT3K,False,False,False,True,False
669,Q9HAZ1,CLK4,True,True,True,True,True
670,Q9HBH9,MKNK2,True,True,True,True,True
671,Q9HBU6,EKI1,False,False,False,True,False
672,Q9HBY8,SGK2,True,True,True,True,True
673,Q9HC98,NEK6,True,True,True,True,True
674,Q9HCP0,CSNK1G1|KC1G1,True,True,True,True,True
675,Q9NPI5,NRK2,False,False,False,True,False
676,Q9NQU5,PAK6,True,True,True,True,True
677,Q9NR20,DYRK4,True,True,True,True,True
678,Q9NRA0,SPHK2,False,False,False,True,False
679,Q9NRH2,SNRK,True,True,True,True,True
680,Q9NRL2,BAZ1A,True,False,False,False,False
681,Q9NRM7,LATS2,True,True,True,True,True
682,Q9NRP7,STK36,True,True,True,True,True
683,Q9NSY0,NRBP2,True,True,True,True,True
684,Q9NSY1,BMP2K,True,True,True,True,True
685,Q9NVF9,EKI2,False,False,False,True,False
686,Q9NWW6,NRK1,False,False,False,True,False
687,Q9NWZ3,IRAK4,True,True,True,True,True
688,Q9NWZ5,UCKL1,False,False,False,True,False
689,Q9NY57,ST32B|STK32B,True,True,True,True,True
690,Q9NYA1,SPHK1,False,False,False,True,False
691,Q9NYL2,M3K20|MAP3K20,True,True,True,True,True
692,Q9NYV4,CDK12,True,True,True,True,True
693,Q9NYY3,PLK2,True,True,True,True,True
694,Q9NYY8,FAKD2,False,False,False,True,False
695,Q9NZJ5,E2AK3|EIF2AK3,True,True,True,True,True
696,Q9NZV1,CRIM1,False,False,False,True,False
697,Q9P0L2,MARK1,True,True,True,True,True
698,Q9P1W9,PIM2,True,True,True,True,True
699,Q9P286,PAK5|PAK7,True,True,True,True,True
700,Q9P289,STK26,True,True,True,True,True
701,Q9P2K8,E2AK4|EIF2AK4|EIF2AK4-b,True,True,True,True,True
702,Q9UBE8,NLK,True,True,True,True,True
703,Q9UBF8,PI4KB,False,True,False,True,False
704,Q9UBS0,RPS6KB2|KS6B2,True,True,True,True,True
705,Q9UDY2,ZO2,False,False,False,True,False
706,Q9UEE5,ST17A|STK17A,True,True,True,True,True
707,Q9UEW8,STK39,True,True,True,True,True
708,Q9UF33,EPHA6,True,True,True,True,True
709,Q9UGI9,AAKG3,False,False,False,True,False
710,Q9UGJ0,AAKG2,False,False,False,True,False
711,Q9UHD2,TBK1,True,True,True,True,True
712,Q9UHH9,IP6K2,False,False,False,True,False
713,Q9UHJ6,SHPK,False,False,False,True,False
714,Q9UHY1,NRBP1|NRBP,True,True,True,False,True
715,Q9UIG0,BAZ1B,True,False,False,True,False
716,Q9UIJ7,KAD3,False,False,False,True,False
717,Q9UIK4,DAPK2,True,True,True,True,True
718,Q9UJ70,NAGK,False,False,False,True,False
719,Q9UJY1,HSPB8,False,True,False,False,False
720,Q9UK32,RPS6KA6-b|KS6A6|RPS6KA6,True,True,True,True,True
721,Q9UKE5,TNIK,True,True,True,True,True
722,Q9UKI8,TLK1,True,True,True,True,True
723,Q9UL54,TAOK2,True,True,True,True,True
724,Q9UM73,ALK,True,True,True,True,True
725,Q9UPE1,SRPK3,True,True,True,True,True
726,Q9UPN9,TRIM33,True,True,False,False,False
727,Q9UPQ8,DOLK,False,False,False,True,False
728,Q9UPZ9,CILK1|ICK,True,True,True,True,True
729,Q9UQ07,MOK,True,True,True,True,True
730,Q9UQ88,CD11A|CDK11A,False,True,True,True,True
731,Q9UQB9,AURKC,True,True,True,True,True
732,Q9UQM7,KCC2A|CAMK2A,True,True,True,True,True
733,Q9Y223,GLCNE,False,False,False,True,False
734,Q9Y243,AKT3,True,True,True,True,True
735,Q9Y259,CHKB,False,False,False,True,False
736,Q9Y2H1,ST38L|STK38L,True,True,True,True,True
737,Q9Y2H9,MAST1,True,True,True,True,True
738,Q9Y2I7,FYV1,False,False,False,True,False
739,Q9Y2K2,SIK3,True,True,True,True,True
740,Q9Y2U5,M3K2|MAP3K2,True,True,True,True,True
741,Q9Y376,CAB39,False,False,False,True,False
742,Q9Y3D8,KAD6,False,False,False,True,False
743,Q9Y3S1,WNK2,True,True,True,True,True
744,Q9Y463,DYRK1B|DYR1B,True,True,True,True,True
745,Q9Y478,AAKB1,False,False,False,True,False
746,Q9Y4A5,TRRAP,True,True,False,False,False
747,Q9Y4B6,DCAF1,False,False,False,True,False
748,Q9Y4K4,M4K5|MAP4K5,True,True,True,True,True
749,Q9Y572,RIPK3,True,True,True,True,True
750,Q9Y5B8,NDK7,False,False,False,True,False
751,Q9Y5P4,CERT|COL4A3BP,True,False,False,True,False
752,Q9Y5S2,CDC42BPB|MRCKB,True,True,True,True,True
753,Q9Y616,IRAK3,True,True,True,True,True
754,Q9Y6E0,STK24,True,True,True,True,True
755,Q9Y6H3,ATP23,False,False,False,True,False
756,Q9Y6K8,KAD5,False,False,False,True,False
757,Q9Y6M4,KC1G3|CSNK1G3,True,True,True,True,True
758,Q9Y6R4,M3K4|MAP3K4,True,True,True,True,True
759,Q9Y6S9,RPKL1|RPS6KL1,True,True,True,True,True
760,Q9Y6T7,DGKB,False,False,False,True,False
